City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
255,Suntar,62.1444,117.6319,68.47,58,80,5.08,RU,2022-07-18 01:30:49
256,Lokosovo,61.1333,74.8167,63.82,59,64,9.71,RU,2022-07-18 01:30:50
257,Caruray,10.3094,119.0128,81.27,80,100,4.07,PH,2022-07-18 01:30:50
258,Bintulu,3.1667,113.0333,81.01,88,20,2.3,MY,2022-07-18 01:30:51
259,Saint-Philippe,-21.3585,55.7679,67.59,86,65,16.6,RE,2022-07-18 01:30:52
260,Tonota,-21.4833,27.4833,51.49,84,0,7.74,BW,2022-07-18 01:30:52
261,Batemans Bay,-35.7167,150.1833,55.09,35,0,5.12,AU,2022-07-18 01:30:53
262,Portland,45.5234,-122.6762,74.41,50,20,13.8,US,2022-07-18 01:30:53
263,Asau,46.4333,26.4,54.52,74,20,4.07,RO,2022-07-18 01:30:54
264,Twentynine Palms,34.1356,-116.0542,107.13,18,30,8.99,US,2022-07-18 01:30:54
265,Lebu,-37.6167,-73.65,47.46,67,99,7.25,CL,2022-07-18 01:30:55
266,Pitimbu,-7.4706,-34.8086,72.19,78,8,12.3,BR,2022-07-18 01:30:55
267,Sulina,45.1559,29.6536,62.44,60,85,13.38,RO,2022-07-18 01:30:56
268,Bulolo,-7.2,146.65,83.03,66,87,2.71,PG,2022-07-18 01:30:56
269,Teguldet,57.3064,88.1667,52.32,97,100,10.18,RU,2022-07-18 01:30:57
270,Khatima,28.9167,79.9667,90.45,55,94,6.49,IN,2022-07-18 01:30:57
271,Longyearbyen,78.2186,15.6401,58.84,67,75,19.57,SJ,2022-07-18 01:30:57
272,Lata,40.1629,-8.3327,61.88,90,90,1.45,PT,2022-07-18 01:30:58
273,Aranda De Duero,41.6704,-3.6892,75.24,24,0,6.13,ES,2022-07-18 01:30:58
274,Turukhansk,65.8167,87.9833,61.56,55,91,7.16,RU,2022-07-18 01:30:59
275,Tlacotepec,20.0667,-97.8667,63.77,94,60,0.89,MX,2022-07-18 01:30:59
276,Wollongong,-34.4333,150.8833,58.06,46,1,13.76,AU,2022-07-18 01:30:29
277,Hasaki,35.7333,140.8333,91.29,77,96,1.92,JP,2022-07-18 04:54:58
278,Markova,48.6758,24.4138,58.73,52,35,3.49,UA,2022-07-18 04:54:58
279,Hobyo,5.3505,48.5268,78.53,70,89,26.42,SO,2022-07-18 04:54:59
280,Waw,7.7029,27.9953,70.27,97,100,1.03,SS,2022-07-18 04:54:59
281,Sawakin,19.1059,37.3321,89.78,43,98,4.14,SD,2022-07-18 04:54:59
282,Marsh Harbour,26.5412,-77.0636,82.29,82,55,15.97,BS,2022-07-18 04:55:00
283,Gazojak,41.1875,61.4036,97.77,14,0,16.42,TM,2022-07-18 04:55:00
284,Oktyabrskoye,43.0645,44.7417,77.14,54,5,6.71,RU,2022-07-18 04:55:00
285,Lasa,46.6166,10.7002,64.36,69,40,3.2,IT,2022-07-18 04:55:01
286,Salekhard,66.53,66.6019,71.29,45,73,6.08,RU,2022-07-18 04:55:02
287,Ucluelet,48.9329,-125.5528,58.08,89,5,5.35,CA,2022-07-18 04:55:02
288,Beira,-19.8436,34.8389,64.49,100,40,9.1,MZ,2022-07-18 04:55:02
289,Saldanha,-33.0117,17.9442,51.85,92,0,6.46,ZA,2022-07-18 04:55:03
290,Tuatapere,-46.1333,167.6833,52.47,92,100,7.11,NZ,2022-07-18 04:52:22
291,Olafsvik,64.8945,-23.7142,50.38,83,96,7.16,IS,2022-07-18 04:55:03
292,Bakchar,57.0186,82.0711,64.33,67,13,10.74,RU,2022-07-18 04:55:04
293,Bolshaya Rechka,51.9503,104.7355,77.27,52,69,6.02,RU,2022-07-18 04:55:06
294,Bukachacha,52.9833,116.9167,73.9,64,99,5.1,RU,2022-07-18 04:55:06
295,Svetlyy,54.675,20.1347,59.97,85,100,13.91,RU,2022-07-18 04:55:07
296,Sayansk,54.1088,102.1648,77.05,43,61,6.62,RU,2022-07-18 04:55:07
297,Zhangjiakou,40.81,114.8794,86.5,20,4,11.34,CN,2022-07-18 04:52:34
298,Ola,59.5833,151.2833,75.15,85,78,7.63,RU,2022-07-18 04:52:22
299,Sakakah,29.9697,40.2064,89.17,14,2,4.29,SA,2022-07-18 04:55:08
300,Abbeville,50.1,1.8333,62.49,29,45,6.73,FR,2022-07-18 04:52:10
301,Nurobod,40.9056,69.8023,94.71,11,0,6.73,UZ,2022-07-18 04:55:08
302,Talnakh,69.4865,88.3972,63.21,48,91,1.21,RU,2022-07-18 04:55:09
303,Benghazi,32.1167,20.0667,80.38,72,0,19.39,LY,2022-07-18 04:55:09
304,Bayangol,50.6977,103.4656,80.62,33,67,4.76,RU,2022-07-18 04:55:10
305,Flin Flon,54.7682,-101.865,64.58,65,72,3.8,CA,2022-07-18 04:55:10
306,Aksu,41.1231,80.2644,88.84,19,0,3.06,CN,2022-07-18 04:55:10
307,Marzuq,14.4,46.4667,85.98,26,58,3.87,YE,2022-07-18 04:55:10
308,Ahipara,-35.1667,173.1667,56.84,81,100,10.47,NZ,2022-07-18 04:55:11
309,Inirida,3.8653,-67.9239,73.72,98,96,2.71,CO,2022-07-18 04:55:11
310,Guantanamo,20.1444,-75.2092,75.96,88,4,4.38,CU,2022-07-18 04:55:12
311,Ryotsu,38.0833,138.4333,80.76,70,53,11.81,JP,2022-07-18 04:55:12
312,Ulladulla,-35.35,150.4667,58.53,39,14,5.39,AU,2022-07-18 04:51:10
313,Nakusp,50.2499,-117.8023,64.74,72,45,2.3,CA,2022-07-18 04:55:12
314,Codrington,-38.2667,141.9667,49.93,68,100,12.08,AU,2022-07-18 04:55:13
315,Zhigansk,66.7697,123.3711,57.78,86,100,9.06,RU,2022-07-18 04:55:13
316,Dutlwe,-23.9833,23.9,46.89,83,1,8.1,BW,2022-07-18 04:55:13
317,Kushmurun,52.4503,64.6311,75.9,64,92,7.94,KZ,2022-07-18 04:55:14
318,Tarata,-17.6167,-66.0167,51.22,76,30,4.43,BO,2022-07-18 04:55:14
319,Minab,27.1467,57.0801,93.52,70,100,0.0,IR,2022-07-18 04:55:14
320,Santiago Del Estero,-27.7951,-64.2615,47.12,46,0,7.96,AR,2022-07-18 04:56:15
321,Beringovskiy,63.05,179.3167,51.69,40,9,16.08,RU,2022-07-18 04:56:15
322,Kuybysheve,47.358,36.6491,63.01,57,17,13.65,UA,2022-07-18 04:56:15
323,Mount Gambier,-37.8333,140.7667,50.74,59,74,8.46,AU,2022-07-18 04:52:22
324,Mao,39.8885,4.2658,72.16,78,0,0.0,ES,2022-07-18 04:56:16
325,Bandarbeyla,9.4942,50.8122,82.24,53,98,31.83,SO,2022-07-18 04:56:16
326,Banda Aceh,5.5577,95.3222,86.47,64,28,8.05,ID,2022-07-18 04:55:03
327,Padang,-0.9492,100.3543,86.05,55,26,5.32,ID,2022-07-18 04:56:17
328,Namibe,-15.1961,12.1522,62.85,85,5,4.21,AO,2022-07-18 04:54:18
329,Aklavik,68.2191,-135.0107,69.78,51,97,7.31,CA,2022-07-18 04:56:17
330,Pestovo,58.5938,35.8024,60.3,67,15,2.01,RU,2022-07-18 04:56:18
331,Lamu,-2.2717,40.902,75.42,74,8,13.58,KE,2022-07-18 04:54:18
332,Homer,59.6425,-151.5483,57.09,70,100,10.36,US,2022-07-18 04:56:18
333,Mattawa,46.7379,-119.9028,66.2,43,0,22.79,US,2022-07-18 04:56:18
334,Valdivia,-39.8142,-73.2459,32.09,96,57,1.19,CL,2022-07-18 04:56:19
335,Muros,42.7762,-9.0603,64.69,95,93,4.25,ES,2022-07-18 04:56:19
336,Zaria,11.1113,7.7227,67.66,95,92,6.26,NG,2022-07-18 04:56:19
337,Vanimo,-2.6741,141.3028,83.03,73,89,6.8,PG,2022-07-18 04:56:20
338,Pevek,69.7008,170.3133,32.2,88,98,17.92,RU,2022-07-18 04:56:20
339,Guerrero Negro,27.9769,-114.0611,68.47,79,0,11.07,MX,2022-07-18 04:56:21
340,Cap Malheureux,-19.9842,57.6142,71.47,71,51,11.01,MU,2022-07-18 04:56:21
341,Tilichiki,60.4667,166.1,63.27,61,98,12.3,RU,2022-07-18 04:56:21
342,Komsomolskiy,40.4272,71.7189,93.92,20,0,4.61,UZ,2022-07-18 04:56:22
343,Bathsheba,13.2167,-59.5167,81.05,87,5,17.38,BB,2022-07-18 04:56:22
344,Baikunthpur,23.25,82.55,84.47,65,81,10.25,IN,2022-07-18 04:56:22
345,Dunedin,-45.8742,170.5036,62.8,35,94,10.0,NZ,2022-07-18 04:56:23
346,Sabha,27.0377,14.4283,74.41,29,0,11.45,LY,2022-07-18 04:56:23
347,Kimbe,-5.5502,150.1429,86.34,73,64,1.16,PG,2022-07-18 04:56:23
348,Kiunga,-6.1219,141.2906,81.79,83,100,1.97,PG,2022-07-18 04:56:24
349,Magole,-6.3667,37.3667,67.21,70,16,0.27,TZ,2022-07-18 04:56:24
350,Steamboat Springs,40.485,-106.8317,74.7,51,0,3.44,US,2022-07-18 04:55:02
351,Omboue,-1.5746,9.2618,69.28,91,8,3.85,GA,2022-07-18 04:56:25
352,Godalming,51.1846,-0.6173,65.98,66,90,1.14,GB,2022-07-18 04:56:25
353,Broome,42.2506,-75.833,73.2,86,100,5.01,US,2022-07-18 04:56:25
354,Seaside,36.6111,-121.8516,59.83,88,31,3.0,US,2022-07-18 04:56:26
355,Labytnangi,66.6572,66.4183,71.2,45,67,5.35,RU,2022-07-18 04:56:26
356,Labrea,-7.2586,-64.7981,73.13,92,38,1.43,BR,2022-07-18 04:56:26
357,Kloulklubed,7.0419,134.2556,82.9,71,91,6.8,PW,2022-07-18 04:56:27
358,Werota,11.9167,37.7,62.58,86,100,4.59,ET,2022-07-18 04:56:27
359,Pangnirtung,66.1451,-65.7125,48.78,73,65,1.23,CA,2022-07-18 04:56:27
360,Poltavka,54.3663,71.7632,73.49,42,26,8.37,RU,2022-07-18 04:56:28
361,Buchanan,5.8808,-10.0467,75.4,87,100,13.09,LR,2022-07-18 04:56:28
362,Awjilah,29.1081,21.2869,76.91,44,0,7.14,LY,2022-07-18 04:56:28
363,Saint-Paul,-21.0096,55.2707,69.37,70,7,3.18,RE,2022-07-18 04:56:29
364,Dzheguta,43.9671,42.0426,65.62,90,99,2.46,RU,2022-07-18 04:56:29
365,Umm Kaddadah,13.6017,26.6876,82.17,60,57,11.16,SD,2022-07-18 04:57:29
366,Kirensk,57.7853,108.1119,78.42,43,7,1.92,RU,2022-07-18 04:57:30
367,Ayagoz,47.9714,80.4392,71.51,48,82,18.32,KZ,2022-07-18 04:57:30
368,Verkhoyansk,67.5447,133.385,71.11,51,76,4.07,RU,2022-07-18 04:57:30
369,Mana,5.6592,-53.7767,75.94,88,78,6.15,GF,2022-07-18 04:57:31
370,Xihua,33.7833,114.5167,98.4,34,89,3.02,CN,2022-07-18 04:57:31
371,Doka,13.5167,35.7667,74.23,74,100,7.63,SD,2022-07-18 04:57:31
372,Keighley,53.8679,-1.9066,69.33,56,0,8.05,GB,2022-07-18 04:57:32
373,Bontang,0.1333,117.5,81.88,74,93,5.7,ID,2022-07-18 04:57:32
374,Hofn,64.2539,-15.2082,51.51,81,100,6.71,IS,2022-07-18 04:57:32
375,Shieli,44.1667,66.75,92.44,26,0,18.07,KZ,2022-07-18 04:57:33
376,Harper,4.375,-7.7169,74.5,83,80,11.21,LR,2022-07-18 04:57:33
377,Husavik,66.0449,-17.3389,45.75,89,52,2.48,IS,2022-07-18 04:57:33
378,Dingzhou,38.5131,114.9956,93.31,28,69,3.29,CN,2022-07-18 04:57:34
379,Saint-Augustin,51.226,-58.6502,57.78,93,84,7.36,CA,2022-07-18 04:57:34
380,Vung Tau,10.346,107.0843,85.14,72,44,7.27,VN,2022-07-18 04:57:34
381,Gat,31.61,34.7642,80.4,100,0,1.36,IL,2022-07-18 04:56:02
382,Holeby,54.7115,11.4642,62.1,84,85,9.4,DK,2022-07-18 04:57:35
383,Mabaruma,8.2,-59.7833,74.08,96,38,2.13,GY,2022-07-18 04:57:35
384,Bagdarin,54.4333,113.6,74.8,40,3,4.41,RU,2022-07-18 04:57:35
385,Baicheng,45.6167,122.8167,80.98,58,90,6.22,CN,2022-07-18 04:57:36
386,Roald,62.5833,6.1333,59.76,82,75,11.5,NO,2022-07-18 04:57:36
387,Sinop,41.7711,34.8709,68.02,67,0,8.93,TR,2022-07-18 04:57:37
388,Hami,42.8,93.45,94.44,12,41,7.92,CN,2022-07-18 04:57:37
389,Nantucket,41.2835,-70.0995,73.99,100,100,4.61,US,2022-07-18 04:57:38
390,Aguimes,27.9054,-15.4461,68.63,73,20,25.32,ES,2022-07-18 04:57:38
391,Siniscola,40.5719,9.6922,65.75,65,0,3.31,IT,2022-07-18 04:57:38
392,Opuwo,-18.0607,13.84,51.71,45,0,6.67,NA,2022-07-18 04:57:38
393,Majene,-3.5403,118.9707,79.29,78,99,9.84,ID,2022-07-18 04:57:39
394,Fengkou,30.0833,113.2667,92.52,57,76,1.25,CN,2022-07-18 04:57:39
395,Manta,-0.95,-80.7333,69.58,88,75,10.36,EC,2022-07-18 04:57:40
396,Pacific Grove,36.6177,-121.9166,60.24,88,43,3.0,US,2022-07-18 04:57:40
397,Vao,-22.6667,167.4833,72.55,81,69,14.52,NC,2022-07-18 04:57:40
398,Avera,33.194,-82.5271,77.05,90,3,5.88,US,2022-07-18 04:57:40
399,Vostok,46.4856,135.8833,63.3,88,100,1.32,RU,2022-07-18 04:57:41
400,Gimli,50.6336,-96.9907,75.22,73,0,0.0,CA,2022-07-18 04:57:41
401,Waimana,-38.15,177.0833,57.04,89,100,2.13,NZ,2022-07-18 04:57:42
402,Todos Santos,23.45,-110.2167,83.05,88,33,2.28,MX,2022-07-18 04:56:28
403,Villa Carlos Paz,-31.4241,-64.4978,43.39,34,60,5.79,AR,2022-07-18 04:57:42
404,Puerto Penasco,31.3167,-113.5333,86.92,79,56,10.0,MX,2022-07-18 04:57:43
405,Ngunguru,-35.6167,174.5,57.99,74,100,12.88,NZ,2022-07-18 04:57:43
406,Larap,14.299,122.6504,85.69,74,100,1.45,PH,2022-07-18 04:57:43
407,Bulawayo,-20.15,28.5833,46.78,92,3,10.76,ZW,2022-07-18 04:57:44
408,Ostrovnoy,68.0531,39.5131,61.72,63,99,9.84,RU,2022-07-18 04:58:44
409,Mitsamiouli,-11.3847,43.2844,71.89,78,20,4.61,KM,2022-07-18 04:58:44
410,Flinders,-34.5833,150.8552,60.06,45,2,8.19,AU,2022-07-18 04:58:45
411,Blizhne-Pesochnoye,55.3456,42.1015,65.7,76,100,1.63,RU,2022-07-18 04:58:45
412,Barsovo,61.1667,73.1667,73.53,50,44,12.55,RU,2022-07-18 04:58:45
413,Kochi,9.9399,76.2602,79.02,73,100,9.33,IN,2022-07-18 04:58:46
414,Fortuna Foothills,32.6578,-114.4119,93.69,37,0,20.71,US,2022-07-18 04:58:46
415,Bagtic,9.6864,123.0122,76.89,89,100,4.83,PH,2022-07-18 04:58:47
416,Kashan,33.9831,51.4364,89.19,11,0,0.0,IR,2022-07-18 04:58:47
417,Tarauaca,-8.1614,-70.7656,71.67,98,48,1.7,BR,2022-07-18 04:58:47
418,Hoi An,15.8794,108.335,98.56,56,90,5.99,VN,2022-07-18 04:55:04
419,Antofagasta,-23.65,-70.4,56.48,76,15,3.62,CL,2022-07-18 04:58:48
420,Azul,-36.777,-59.8585,46.35,48,100,12.37,AR,2022-07-18 04:54:44
421,Dudinka,69.4058,86.1778,63.63,47,100,10.31,RU,2022-07-18 04:58:48
422,Ballina,-28.8667,153.5667,73.02,51,9,2.62,AU,2022-07-18 04:57:00
423,Davila,18.4726,120.5763,87.78,71,47,6.02,PH,2022-07-18 04:58:49
424,Krasnyy Oktyabr,56.1167,38.8833,57.38,90,95,4.5,RU,2022-07-18 04:58:49
425,Alepe,5.5004,-3.6631,76.87,89,91,4.21,CI,2022-07-18 04:58:50
426,Sola,-13.8833,167.55,80.13,80,29,19.39,VU,2022-07-18 04:58:50
427,Hualmay,-11.0964,-77.6139,60.85,87,55,8.7,PE,2022-07-18 04:58:50
428,Kargasok,59.0556,80.8572,64.8,67,41,13.18,RU,2022-07-18 04:58:51
429,Slave Lake,55.2834,-114.769,71.58,64,0,8.05,CA,2022-07-18 04:55:45
430,Pombia,45.653,8.6336,78.4,62,75,3.44,IT,2022-07-18 04:58:51
431,Le Port,-20.9373,55.2919,69.26,76,12,5.95,RE,2022-07-18 04:58:51
432,Pasni,25.2631,63.471,84.87,83,70,18.07,PK,2022-07-18 04:58:52
433,Rundu,-17.9333,19.7667,43.38,60,0,5.48,NA,2022-07-18 04:58:52
434,Nauen,52.607,12.8737,66.04,61,70,2.01,DE,2022-07-18 04:58:52
435,Linxia,35.6003,103.2064,62.53,70,100,0.98,CN,2022-07-18 04:58:53
436,Bucsa,47.2,21.0,64.06,39,2,7.52,HU,2022-07-18 04:58:53
437,Portarlington,53.1622,-7.1911,58.19,90,72,5.26,IE,2022-07-18 04:58:54
438,Langres,47.8333,5.3333,61.34,42,39,3.04,FR,2022-07-18 04:58:54
439,Praia Da Vitoria,38.7333,-27.0667,73.65,88,75,9.17,PT,2022-07-18 04:58:54
440,Belmonte,-15.8631,-38.8828,72.18,85,49,9.1,BR,2022-07-18 04:58:55
441,Barcelos,41.5388,-8.6151,67.84,88,85,2.91,PT,2022-07-18 04:54:40
442,Lebyazhye,55.2689,66.4947,63.36,86,100,6.08,RU,2022-07-18 04:58:55
443,Hammerfest,70.6634,23.6821,48.65,100,75,8.05,NO,2022-07-18 04:58:56
444,North Platte,41.1239,-100.7654,79.12,75,0,5.99,US,2022-07-18 04:58:56
445,Shache,38.4167,77.2406,94.89,11,0,2.28,CN,2022-07-18 04:58:57
446,Bolanos De Calatrava,38.9069,-3.6635,71.73,43,0,4.09,ES,2022-07-18 04:58:57
447,Myitkyina,25.3833,97.4,78.93,95,100,1.23,MM,2022-07-18 04:58:57
448,Derzhavinsk,51.1,66.3167,78.6,53,90,8.81,KZ,2022-07-18 04:58:58
449,Usakos,-22.0,15.6,53.44,41,2,10.8,NA,2022-07-18 04:58:58
450,Richards Bay,-28.783,32.0377,61.38,84,0,10.33,ZA,2022-07-18 04:58:58
451,Kahului,20.8947,-156.47,79.84,85,87,13.0,US,2022-07-18 04:58:59
452,Novyy Urengoy,66.0833,76.6333,68.11,44,95,11.81,RU,2022-07-18 04:58:59
453,Camalu,30.85,-116.0667,67.71,85,5,4.27,MX,2022-07-18 04:58:59
454,Los Planes,14.05,-88.0167,57.27,89,23,6.15,HN,2022-07-18 05:00:00
455,Kirakira,-10.4544,161.9205,82.69,75,32,8.43,SB,2022-07-18 05:00:00
456,Camopi,3.1655,-52.3158,70.81,98,47,2.44,GF,2022-07-18 05:00:01
457,Grand Gaube,-20.0064,57.6608,71.38,71,55,8.99,MU,2022-07-18 05:00:01
458,Nador,35.174,-2.9287,75.45,88,20,3.44,MA,2022-07-18 05:00:01
459,Serta,39.8085,-8.0988,62.94,89,28,2.26,PT,2022-07-18 05:00:02
460,Saryg-Sep,51.5,95.6,78.84,36,66,12.12,RU,2022-07-18 05:00:02
461,Teeli,51.0333,90.2333,73.53,43,87,8.23,RU,2022-07-18 05:00:03
462,Mopipi,-21.1833,24.8833,47.61,91,0,7.78,BW,2022-07-18 05:00:03
463,Svetlaya,46.5389,138.3297,61.34,92,100,7.11,RU,2022-07-18 05:00:04
464,Beloha,-25.1667,45.05,65.86,74,0,13.04,MG,2022-07-18 05:00:05
465,Nuuk,64.1835,-51.7216,43.83,88,100,6.73,GL,2022-07-18 05:00:06
466,Devecser,47.1032,17.438,63.12,37,87,3.62,HU,2022-07-18 05:00:07
467,Tual,-5.6667,132.75,78.91,80,77,18.68,ID,2022-07-18 05:00:08
468,Marsa Matruh,31.3525,27.2453,79.52,72,0,14.5,EG,2022-07-18 05:00:08
469,Xining,36.6167,101.7667,54.39,93,100,0.43,CN,2022-07-18 05:00:10
470,Quelimane,-17.8786,36.8883,65.41,96,84,3.85,MZ,2022-07-18 05:00:10
471,Fenoarivo,-18.933,47.4354,53.67,87,75,10.36,MG,2022-07-18 05:00:12
472,Swadlincote,52.774,-1.5574,67.17,49,0,4.61,GB,2022-07-18 05:00:13
473,Bria,6.5423,21.9863,67.5,97,93,3.15,CF,2022-07-18 05:00:14
474,Trud,42.2333,24.7333,69.78,28,0,5.59,BG,2022-07-18 05:00:15
475,Kabare,-2.4683,28.8242,61.29,82,72,1.63,CD,2022-07-18 05:00:15
476,Meadow Lake,34.8014,-106.5436,86.07,22,93,9.26,US,2022-07-18 05:00:15
477,Mondolfo,43.7494,13.0979,72.95,78,0,1.99,IT,2022-07-18 05:00:16
478,Salgueiro,-8.0742,-39.1192,63.46,89,11,9.51,BR,2022-07-18 05:00:16
479,Huanan,46.2167,130.5167,70.84,82,99,7.56,CN,2022-07-18 05:00:17
480,Imbituba,-28.24,-48.6703,56.08,94,95,3.8,BR,2022-07-18 04:57:12
481,Victor Harbor,-35.5667,138.6167,54.0,75,76,7.85,AU,2022-07-18 05:00:17
482,Englewood,39.6478,-104.9878,84.45,34,35,4.0,US,2022-07-18 05:00:18
483,Burnie,-41.0667,145.9167,48.94,49,77,9.89,AU,2022-07-18 05:00:18
484,Bosaso,11.2842,49.1816,91.22,39,69,19.19,SO,2022-07-18 05:00:19
485,Campo Largo,-25.4586,-49.5283,55.65,95,100,4.63,BR,2022-07-18 05:00:19
486,Mayo,38.8876,-76.5119,78.98,89,97,2.73,US,2022-07-18 04:58:11
487,Mbini,1.574,9.6134,74.46,83,99,6.53,GQ,2022-07-18 05:00:20
488,Tessalit,20.1986,1.0114,87.4,41,95,9.44,ML,2022-07-18 05:00:20
489,Skegness,53.1436,0.3363,66.58,60,78,9.91,GB,2022-07-18 05:00:20
490,Batagay,67.6333,134.6333,72.01,47,88,1.39,RU,2022-07-18 05:00:21
491,Ilulissat,69.2167,-51.1,46.42,61,20,2.3,GL,2022-07-18 05:00:21
492,Nakhon Thai,17.1006,100.8374,89.1,64,90,5.23,TH,2022-07-18 05:00:22
493,Grand-Lahou,5.1367,-5.0242,74.41,83,85,10.78,CI,2022-07-18 05:00:22
494,Shebunino,46.4339,141.8603,61.99,90,99,15.1,RU,2022-07-18 05:00:23
495,Boyolangu,-8.1181,111.8935,81.19,76,63,8.43,ID,2022-07-18 05:00:23
496,Berlevag,70.8578,29.0864,55.2,100,100,10.36,NO,2022-07-18 05:00:23
497,Kukes,42.0769,20.4219,63.66,63,0,5.84,AL,2022-07-18 04:58:09
498,Memari,23.2,88.1167,94.78,50,39,15.66,IN,2022-07-18 05:00:24
499,Victoria,22.2855,114.1577,91.45,73,100,15.99,HK,2022-07-18 04:56:18
500,Viedma,-40.8135,-62.9967,46.26,59,4,17.72,AR,2022-07-18 04:55:56
501,Pedasi,7.5333,-80.0333,78.06,83,94,1.54,PA,2022-07-18 05:00:25
502,Mapiripan,2.8892,-72.1256,71.51,97,100,2.73,CO,2022-07-18 05:01:25
503,Molepolole,-24.4066,25.4951,45.82,86,2,3.91,BW,2022-07-18 05:01:26
504,Hereford,52.0568,-2.7148,64.76,74,65,2.75,GB,2022-07-18 05:01:26
505,Xacmaz,41.4635,48.806,93.0,31,0,6.38,AZ,2022-07-18 05:01:26
506,Mamallapuram,12.6264,80.1722,86.05,62,100,8.66,IN,2022-07-18 05:01:26
507,Pontianak,-0.0333,109.3333,87.78,62,75,8.05,ID,2022-07-18 05:01:27
508,Sistranda,63.7256,8.834,51.76,81,100,20.38,NO,2022-07-18 04:57:02
509,Yegorlykskaya,46.5656,40.6562,72.21,50,92,7.56,RU,2022-07-18 05:01:27
510,General Pico,-35.6566,-63.7568,43.07,43,42,6.46,AR,2022-07-18 05:01:28
511,Payerne,46.822,6.9361,66.56,79,15,2.3,CH,2022-07-18 05:01:28
512,Dire Dawa,9.5931,41.8661,71.37,64,70,19.3,ET,2022-07-18 05:01:28
513,Port Hardy,50.6996,-127.4199,54.21,90,70,10.18,CA,2022-07-18 05:00:22
